plu_code,language_code,category,commodity,variety,size_label,scientific_name,display_name
4750,EN,Vegetables,Squash,Acorn/Table Queen,All Sizes,C. pepo/C. maxima,Acorn/Table Queen Squash
4750,ES,Vegetables,Calabacita,Acorn/Table Queen,Todos los tamaños,C. pepo/C. maxima,Acorn/Table Queen Calabacita
4750,FR,Vegetables,Courge,Poivrée/ Table Queen,,,Poivrée/ Table Queen Courge
4751,EN,Vegetables,Squash,Acorn - Golden,All Sizes,C.pepo,Acorn - Golden Squash
4751,ES,Vegetables,Calabacita,Acorn,Todos los tamaños,C.pepo,Acorn Calabacita
4751,FR,Vegetables,Courge,Poivrée Dorée,,,Poivrée Dorée Courge
4752,EN,Vegetables,Squash,Acorn - Swan White Table Queen,All Sizes,C.pepo,Acorn - Swan White Table Queen Squash
4752,ES,Vegetables,Calabacita,Acorn,Todos los tamaños,C.pepo,Acorn Calabacita
4752,FR,Vegetables,Courge,Poivrée Blanche Swan White/ Table Queen,,,Poivrée Blanche Swan White/ Table Queen Courge
4753,EN,Vegetables,Squash,Australian Blue,All Sizes,C.maxima,Australian Blue Squash
4753,ES,Vegetables,Calabacita,Australian Azul,Todos los tamaños,C.maxima,Australian Azul Calabacita
4753,FR,Vegetables,Courge,Bleue D'australie,,,Bleue D'australie Courge
4754,EN,Vegetables,Squash,Baby Scallopini,All Sizes,C.pepo,Baby Scallopini Squash
4754,ES,Vegetables,Calabacita,Baby Scallopini,Todos los tamaños,C.pepo,Baby Scallopini Calabacita
4754,FR,Vegetables,Pâtisson,Miniature Vert,,,Miniature Vert Pâtisson
4755,EN,Vegetables,Squash,Baby Summer (green),All Sizes,C.pepo,Baby Summer (green) Squash
4755,ES,Vegetables,Calabacita,Baby Summer (verde),Todos los tamaños,C.pepo,Baby Summer (verde) Calabacita
4755,FR,Vegetables,Courgette,D'été Verte,,,D'été Verte Courgette
4756,EN,Vegetables,Squash,Baby Green Zucchini/Courgette,All Sizes,C. pepo/C. maxima,Baby Green Zucchini/Courgette Squash
4756,ES,Vegetables,Calabacita,Baby Verde Zucchini/Courgette,Todos los tamaños,C. pepo/C. maxima,Baby Verde Zucchini/Courgette Calabacita
4756,FR,Vegetables,Courgette,Verte,,,Verte Courgette
4757,EN,Vegetables,Squash,Banana,All Sizes,C.maxima,Banana Squash
4757,ES,Vegetables,Calabacita,Banana,Todos los tamaños,C.maxima,Banana Calabacita
4757,FR,Vegetables,Courgette,Banane,,,Banane Courgette
4758,EN,Vegetables,Squash,Buttercup,All Sizes,C.maxima,Buttercup Squash
4758,ES,Vegetables,Calabacita,Buttercup,Todos los tamaños,C.maxima,Buttercup Calabacita
4758,FR,Vegetables,Courge,Buttercup,,,Buttercup Courge
4759,EN,Vegetables,Squash,Butternut,All Sizes,C.maxima,Butternut Squash
4759,ES,Vegetables,Calabacita,Butternut,Todos los tamaños,C.maxima,Butternut Calabacita
4759,FR,Vegetables,Courge,Musquée/Butternut,,,Musquée/Butternut Courge
4760,EN,Vegetables,Squash,Calabaza,All Sizes,C.moschata,Calabaza Squash
4760,ES,Vegetables,Calabacita,Calabaza,Todos los tamaños,C.moschata,Calabaza Calabacita
4760,FR,Vegetables,Courge,Calebasse,,,Calebasse Courge
4761,EN,Vegetables,Squash,Chayote/Choko,All Sizes,Sechium edule,Chayote/Choko Squash
4761,ES,Vegetables,Calabacita,Chayote/Choko,Todos los tamaños,Sechium edule,Chayote/Choko Calabacita
4761,FR,Vegetables,Courge,Chayote/Choko,,,Chayote/Choko Courge
4762,EN,Vegetables,Artichokes,,Extra Large,Cynara scolymus,Artichokes
4762,ES,Vegetables,Alcachofas,,Extra Grande,Cynara scolymus,Alcachofas
4762,FR,Vegetables,Artichauts,,très gros,,Artichauts
4763,EN,Vegetables,Squash,Delicata/Sweet Potato,All Sizes,C.maxima,Delicata/Sweet Potato Squash
4763,ES,Vegetables,Calabacita,Delicata/Dulce,Todos los tamaños,C.maxima,Delicata/Dulce Calabacita
4763,FR,Vegetables,Courge,Delicata,,,Delicata Courge
4764,EN,Vegetables,Squash,(sweet) Dumpling,All Sizes,C. pepo/C. maxima,(sweet) Dumpling Squash
4764,ES,Vegetables,Calabacita,(dulce) Dumpling,Todos los tamaños,C. pepo/C. maxima,(dulce) Dumpling Calabacita
4764,FR,Vegetables,Courge,Sweet Dumpling,,,Sweet Dumpling Courge
4765,EN,Vegetables,Squash,Gem,All Sizes,C.pepo,Gem Squash
4765,ES,Vegetables,Calabacita,Gem,Todos los tamaños,C.pepo,Gem Calabacita
4765,FR,Vegetables,Courge,Ronde/Gem,,,Ronde/Gem Courge
4766,EN,Vegetables,Squash,Golden Delicious,All Sizes,C. pepo/C. maxima,Golden Delicious Squash
4766,ES,Vegetables,Calabacita,Dorado Delicious,Todos los tamaños,C. pepo/C. maxima,Dorado Delicious Calabacita
4766,FR,Vegetables,Courge,Golden Delicious,,,Golden Delicious Courge
4767,EN,Vegetables,Squash,Golden Nugget,All Sizes,C. pepo/C. maxima,Golden Nugget Squash
4767,ES,Vegetables,Calabacita,Dorado Nugget,Todos los tamaños,C. pepo/C. maxima,Dorado Nugget Calabacita
4767,FR,Vegetables,Courge,Golden Nugget/Potimarron,,,Golden Nugget/Potimarron Courge
4768,EN,Vegetables,Squash,Hubbard,All Sizes,C. pepo/C. maxima,Hubbard Squash
4768,ES,Vegetables,Calabacita,Hubbard,Todos los tamaños,C. pepo/C. maxima,Hubbard Calabacita
4768,FR,Vegetables,Courge,Hubbard,,,Hubbard Courge
4769,EN,Vegetables,Squash,Kabocha,All Sizes,C. pepo/C. maxima,Kabocha Squash
4769,ES,Vegetables,Calabacita,Kabocha,Todos los tamaños,C. pepo/C. maxima,Kabocha Calabacita
4769,FR,Vegetables,Courge,Kabocha Du Japon,,,Kabocha Du Japon Courge
4770,EN,Fruits,Avocados,Hass,All Sizes,Persea americana,Hass Avocados
4770,ES,Fruits,Aguacates,Hass,Todos los tamaños,Persea americana,Hass Aguacates
4770,FR,Fruits,Avocats,Hass,très gros,,Hass Avocats
4771,EN,Fruits,Avocados,Green,Medium,Persea americana,Green Avocados
4771,ES,Fruits,Aguacates,Verde,Mediano,Persea americana,Verde Aguacates
4771,FR,Fruits,Avocats,Verts,moyens,,Verts Avocats
4772,EN,Vegetables,Peppers (capsicums),Chili - Yellow,All Sizes,Capsicum spp,Chili - Yellow Peppers (capsicums)
4772,ES,Vegetables,Pimientos,Chili,Todos los tamaños,Capsicum spp,Chili Pimientos
4772,FR,Vegetables,Piments,Piments Jaunes,,,Piments Jaunes Piments
4773,EN,Vegetables,Squash,Patty Pan/Summer,All Sizes,C.pepo,Patty Pan/Summer Squash
4773,ES,Vegetables,Calabacita,Patty Pan/Summer,Todos los tamaños,C.pepo,Patty Pan/Summer Calabacita
4773,FR,Vegetables,Courge,Pâtisson D'été,,,Pâtisson D'été Courge
4774,EN,Vegetables,Squash,Red Kuri,All Sizes,C. pepo/C. maxima,Red Kuri Squash
4774,ES,Vegetables,Calabacita,Rojo Kuri,Todos los tamaños,C. pepo/C. maxima,Rojo Kuri Calabacita
4774,FR,Vegetables,Courge,Red Kuri,,,Red Kuri Courge
4775,EN,Vegetables,Squash,Scallopini,All Sizes,C.pepo,Scallopini Squash
4775,ES,Vegetables,Calabacita,Scallopini,Todos los tamaños,C.pepo,Scallopini Calabacita
4775,FR,Vegetables,Pâtisson,,,,Pâtisson
4776,EN,Vegetables,Squash,Spaghetti/Vegetable Spaghetti,All Sizes,C. pepo/C. maxima,Spaghetti/Vegetable Spaghetti Squash
4776,ES,Vegetables,Calabacita,Spaghetti/Vegetable Spaghetti,Todos los tamaños,C. pepo/C. maxima,Spaghetti/Vegetable Spaghetti Calabacita
4776,FR,Vegetables,Courge,Spaghetti,,,Spaghetti Courge
4777,EN,Vegetables,Squash,Sunburst (yellow),All Sizes,C. pepo/C. maxima,Sunburst (yellow) Squash
4777,ES,Vegetables,Calabacita,Sunburst (amarillo),Todos los tamaños,C. pepo/C. maxima,Sunburst (amarillo) Calabacita
4777,FR,Vegetables,Courge,Sunburst (jaune),,,Sunburst (jaune) Courge
4778,EN,Vegetables,Tomatoes,Regular - Yellow,All Sizes,Lycopersicon esculenta,Regular - Yellow Tomatoes
4778,ES,Vegetables,Tomates,Regular,Todos los tamaños,Lycopersicon esculenta,Regular Tomates
4778,FR,Vegetables,Tomates,Jaunes,,,Jaunes Tomates
4779,EN,Vegetables,Squash,Sweet Mama,All Sizes,C.pepo x C.maxima,Sweet Mama Squash
4779,ES,Vegetables,Calabacita,Dulce Mama,Todos los tamaños,C.pepo x C.maxima,Dulce Mama Calabacita
4779,FR,Vegetables,Courge,Sweet Mama,,,Sweet Mama Courge
4780,EN,Vegetables,Squash,Turban,All Sizes,C.maxima,Turban Squash
4780,ES,Vegetables,Calabacita,Turban,Todos los tamaños,C.maxima,Turban Calabacita
4780,FR,Vegetables,Courge,Giraumon Turban,,,Giraumon Turban Courge
4781,EN,Vegetables,Squash,White,All Sizes,C.pepo,White Squash
4781,ES,Vegetables,Calabacita,Blanco,Todos los tamaños,C.pepo,Blanco Calabacita
4781,FR,Vegetables,Courge,Blanche,,,Blanche Courge
4782,EN,Vegetables,Squash,Yellow - Straightneck,All Sizes,C. pepo/C. maxima,Yellow - Straightneck Squash
4782,ES,Vegetables,Calabacita,Amarillo,Todos los tamaños,C. pepo/C. maxima,Amarillo Calabacita
4782,FR,Vegetables,Courge,Jaune À Cou Droit,,,Jaune À Cou Droit Courge
4783,EN,Vegetables,"Bitter Melon/Bitter Gourd, Foo Qua",Foo Qua,All Sizes,Momordica charantia,"Foo Qua Bitter Melon/Bitter Gourd, Foo Qua"
4783,FR,Vegetables,Melon Amer/Foo Qua,,,,Melon Amer/Foo Qua
4784,EN,Vegetables,Squash,Yellow - Crookneck,All Sizes,C. pepo/C. maxima,Yellow - Crookneck Squash
4784,ES,Vegetables,Calabacita,Amarillo,Todos los tamaños,C. pepo/C. maxima,Amarillo Calabacita
4784,FR,Vegetables,Courge,Jaune À Cou Tors,,,Jaune À Cou Tors Courge
4785,EN,Vegetables,Squash,Retailer Assigned,All Sizes,C. pepo/C. maxima,Retailer Assigned Squash
4785,ES,Vegetables,Calabacita,Asignado Por La Cadena,Todos los tamaños,C. pepo/C. maxima,Asignado Por La Cadena Calabacita
4785,FR,Vegetables,Courge,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Courge
4786,EN,Vegetables,Squash,Retailer Assigned,All Sizes,C. pepo/C. maxima,Retailer Assigned Squash
4786,ES,Vegetables,Calabacita,Asignado Por La Cadena,Todos los tamaños,C. pepo/C. maxima,Asignado Por La Cadena Calabacita
4786,FR,Vegetables,Courge,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Courge
4787,EN,Vegetables,Squash,Retailer Assigned,All Sizes,C. pepo/C. maxima,Retailer Assigned Squash
4787,ES,Vegetables,Calabacita,Asignado Por La Cadena,Todos los tamaños,C. pepo/C. maxima,Asignado Por La Cadena Calabacita
4787,FR,Vegetables,Courge,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Courge
4788,EN,Vegetables,Squash,Retailer Assigned,All Sizes,C. pepo/C. maxima,Retailer Assigned Squash
4788,ES,Vegetables,Calabacita,Asignado Por La Cadena,Todos los tamaños,C. pepo/C. maxima,Asignado Por La Cadena Calabacita
4788,FR,Vegetables,Courge,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Courge
4789,EN,Vegetables,Squash,Retailer Assigned,All Sizes,C. pepo/C. maxima,Retailer Assigned Squash
4789,ES,Vegetables,Calabacita,Asignado Por La Cadena,Todos los tamaños,C. pepo/C. maxima,Asignado Por La Cadena Calabacita
4789,FR,Vegetables,Courge,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Courge
4790,EN,Vegetables,Sugar Cane,,All Sizes,Saccharum officinarum,Sugar Cane
4790,ES,Vegetables,Caña De Azucar,,Todos los tamaños,Saccharum officinarum,Caña De Azucar
4790,FR,Vegetables,Canne À Sucre,,,,Canne À Sucre
4791,EN,Vegetables,Sunchokes (jerusalem Artichokes),,All Sizes,Helianthus tuberosum,Sunchokes (jerusalem Artichokes)
4791,ES,Vegetables,Alcachofas,Jerusalem,Todos los tamaños,Helianthus tuberosum,Jerusalem Alcachofas
4791,FR,Vegetables,Topinambours (artichauts De Jérusalem),,,,Topinambours (artichauts De Jérusalem)
4792,EN,Vegetables,Tamarillo,Golden,All Sizes,Cyphomandra betacea,Golden Tamarillo
4792,ES,Vegetables,Tamarillo,Dorado,Todos los tamaños,Cyphomyra betacea,Dorado Tamarillo
4792,FR,Vegetables,Tamarillo,Jaune/Doré,,,Jaune/Doré Tamarillo
4793,EN,Vegetables,Tamarillo,Red,All Sizes,Cyphomandra betacea,Red Tamarillo
4793,ES,Vegetables,Tamarillo,Rojo,Todos los tamaños,Cyphomyra betacea,Rojo Tamarillo
4793,FR,Vegetables,Tamarillo,Rouge,,,Rouge Tamarillo
4794,EN,Vegetables,Taro Root (dasheen),,Small,Colocasia esculeta,Taro Root (dasheen)
4794,ES,Vegetables,Germinado De Taro,,Pequeño,Colocasia esculeta,Germinado De Taro
4794,FR,Vegetables,Racine De Taro,,petite,,Racine De Taro
4795,EN,Vegetables,Taro Root (dasheen),,Large,Colocasia esculeta,Taro Root (dasheen)
4795,ES,Vegetables,Germinado De Taro,,Grande,Colocasia esculeta,Germinado De Taro
4795,FR,Vegetables,Racine De Taro,,grosse,,Racine De Taro
4796,EN,Vegetables,Tomatoes,Cherry - Red,All Sizes,Lycopersicon esculenta,Cherry - Red Tomatoes
4796,ES,Vegetables,Tomates,Cereza,Todos los tamaños,Lycopersicon esculenta,Cereza Tomates
4796,FR,Vegetables,Tomates,Cerise Rouges,,,Cerise Rouges Tomates
4797,EN,Vegetables,Tomatoes,Cherry - Yellow,All Sizes,Lycopersicon esculenta,Cherry - Yellow Tomatoes
4797,ES,Vegetables,Tomates,Cereza,Todos los tamaños,Lycopersicon esculenta,Cereza Tomates
4797,FR,Vegetables,Tomates,Cerise Jaunes,,,Cerise Jaunes Tomates
4798,EN,Vegetables,Tomatoes,Greenhouse/Hydroponic/Regular - Red,Small,Lycopersicon esculenta,Greenhouse/Hydroponic/Regular - Red Tomatoes
4798,ES,Vegetables,Tomates,Invernadero/Hydroponic/Regular,Pequeño,Lycopersicon esculenta,Invernadero/Hydroponic/Regular Tomates
4798,FR,Vegetables,Tomates,De Serre/Hydroponiques Rouges,,,De Serre/Hydroponiques Rouges Tomates
4799,EN,Vegetables,Tomatoes,Greenhouse/Hydroponic/Regular - Red,Large,Lycopersicon esculenta,Greenhouse/Hydroponic/Regular - Red Tomatoes
4799,ES,Vegetables,Tomates,Invernadero/Hydroponic/Regular,Grande,Lycopersicon esculenta,Invernadero/Hydroponic/Regular Tomates
4799,FR,Vegetables,Tomates,De Serre/Hydroponiques Rouges,,,De Serre/Hydroponiques Rouges Tomates
4800,EN,Vegetables,Tomatoes,Native/Home Grown,All Sizes,Lycopersicon esculenta,Native/Home Grown Tomatoes
4800,ES,Vegetables,Tomates,Nativo / Cosecha En Casa,Todos los tamaños,Lycopersicon esculenta,Nativo / Cosecha En Casa Tomates
4800,FR,Vegetables,Tomates,Variétés Anciennes/Culture Maison,,,Variétés Anciennes/Culture Maison Tomates
4801,EN,Vegetables,Tomatoes,Tomatillos/Husk Tomatoes,All Sizes,Lycopersicon esculenta,Tomatillos/Husk Tomatoes Tomatoes
4801,ES,Vegetables,Tomates,Tomatillos/Husk Tomatoes,Todos los tamaños,Lycopersicon esculenta,Tomatillos/Husk Tomatoes Tomates
4801,FR,Vegetables,Tomates,Tomatillos,,,Tomatillos Tomates
4802,EN,Vegetables,Tomatoes,Dried,All Sizes,Lycopersicon esculenta,Dried Tomatoes
4802,ES,Vegetables,Tomates,Secos,Todos los tamaños,Lycopersicon esculenta,Secos Tomates
4802,FR,Vegetables,Tomates,Séchées,,,Séchées Tomates
4803,EN,Vegetables,Tomatoes,Teardrop/Pear - Red,All Sizes,Lycopersicon esculenta,Teardrop/Pear - Red Tomatoes
4803,ES,Vegetables,Tomates,Teardrop/Pear,Todos los tamaños,Lycopersicon esculenta,Teardrop/Pear Tomates
4803,FR,Vegetables,Tomates,Poires Rouge,,,Poires Rouge Tomates
4804,EN,Vegetables,Tomatoes,Teardrop/Pear - Yellow,All Sizes,Lycopersicon esculenta,Teardrop/Pear - Yellow Tomatoes
4804,ES,Vegetables,Tomates,Teardrop/Pear,Todos los tamaños,Lycopersicon esculenta,Teardrop/Pear Tomates
4804,FR,Vegetables,Tomates,Poires Jaune,,,Poires Jaune Tomates
4805,EN,Vegetables,Tomatoes,"Vine Ripe, Regular - Red",Small,Lycopersicon esculenta,"Vine Ripe, Regular - Red Tomatoes"
4805,ES,Vegetables,Tomates,"Vine Ripe, Regular",Pequeño,Lycopersicon esculenta,"Vine Ripe, Regular Tomates"
4805,FR,Vegetables,Tomates,Rondes Mûries Sur Le Plant Rouges,,,Rondes Mûries Sur Le Plant Rouges Tomates
4806,EN,Vegetables,Tomatoes,Retailer Assigned,All Sizes,Lycopersicon esculenta,Retailer Assigned Tomatoes
4806,ES,Vegetables,Tomates,Asignado Por La Cadena,Todos los tamaños,Lycopersicon esculenta,Asignado Por La Cadena Tomates
4806,FR,Vegetables,Tomates,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Tomates
4807,EN,Vegetables,Tomatoes,Retailer Assigned,All Sizes,Lycopersicon esculenta,Retailer Assigned Tomatoes
4807,ES,Vegetables,Tomates,Asignado Por La Cadena,Todos los tamaños,Lycopersicon esculenta,Asignado Por La Cadena Tomates
4807,FR,Vegetables,Tomates,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Tomates
4808,EN,Vegetables,Tomatoes,Retailer Assigned,All Sizes,Lycopersicon esculenta,Retailer Assigned Tomatoes
4808,ES,Vegetables,Tomates,Asignado Por La Cadena,Todos los tamaños,Lycopersicon esculenta,Asignado Por La Cadena Tomates
4808,FR,Vegetables,Tomates,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Tomates
4809,EN,Vegetables,Turnip,Baby,All Sizes,Brassica rapa,Baby Turnip
4809,ES,Vegetables,Nabo,Baby,Todos los tamaños,Brassica rapa,Baby Nabo
4809,FR,Vegetables,Navet,Jeune,,,Jeune Navet
4810,EN,Vegetables,Turnip,Bunch/Banded,All Sizes,Brassica rapa,Bunch/Banded Turnip
4810,ES,Vegetables,Nabo,Manojo/Byed,Todos los tamaños,Brassica rapa,Manojo/Byed Nabo
4810,FR,Vegetables,Navet,En Botte,,,En Botte Navet
4811,EN,Vegetables,Turnip,Purple Top,All Sizes,Brassica rapa,Purple Top Turnip
4811,ES,Vegetables,Nabo,Morado Top,Todos los tamaños,Brassica rapa,Morado Top Nabo
4811,FR,Vegetables,Navet,Violet,,,Violet Navet
4812,EN,Vegetables,Turnip,White,All Sizes,Brassica rapa,White Turnip
4812,ES,Vegetables,Nabo,Blanco,Todos los tamaños,Brassica rapa,Blanco Nabo
4812,FR,Vegetables,Navet,Blanc,,,Blanc Navet
4813,EN,Vegetables,Turnip,Retailer Assigned,All Sizes,Brassica rapa,Retailer Assigned Turnip
4813,ES,Vegetables,Nabo,Asignado Por La Cadena,Todos los tamaños,Brassica rapa,Asignado Por La Cadena Nabo
4813,FR,Vegetables,Navet,Code Assigné Aux Détaillants,,,Code Assigné Aux Détaillants Navet
4814,EN,Vegetables,Water Chestnuts,,All Sizes,Eleocharis dulcis,Water Chestnuts
4814,ES,Vegetables,Castañas De Agua,,Todos los tamaños,Eleocharis dulcis,Castañas De Agua
4814,FR,Vegetables,Châtaignes D'eau,,,,Châtaignes D'eau
4815,EN,Vegetables,Watercress,,All Sizes,Rorippa nasturtium-aquaticum,Watercress
4815,ES,Vegetables,Berro,,Todos los tamaños,Rorippa nasturtium-aquaticum,Berro
4815,FR,Vegetables,Cresson,,,,Cresson
4816,EN,Vegetables,Sweet Potato/Yam/Kumara,Golden,All Sizes,Ipomoea batato,Golden Sweet Potato/Yam/Kumara
4816,ES,Vegetables,Camote,Dorado,Todos los tamaños,Ipomoea batato,Dorado Camote
4816,FR,Vegetables,Patate Douce/Yam/Kumara,Jaune,,,Jaune Patate Douce/Yam/Kumara
4817,EN,Vegetables,Sweet Potato/Yam/Kumara,Red/Orangy Red Flesh,Large,Ipomoea batato,Red/Orangy Red Flesh Sweet Potato/Yam/Kumara
4817,ES,Vegetables,Camote,Rojo/Orangy Rojo Flesh,Grande,Ipomoea batato,Rojo/Orangy Rojo Flesh Camote
4817,FR,Vegetables,Patate Douce/Yam/Kumara,À Chair Rouge/Orange,,,À Chair Rouge/Orange Patate Douce/Yam/Kumara
4818,EN,Vegetables,Name,Retailer Assigned,All Sizes,Dioscorea trifidia,Retailer Assigned Name
4818,ES,Vegetables,Ñame,Asignado Por La Cadena,Todos los tamaños,Dioscorea trifidia,Asignado Por La Cadena Ñame
4818,FR,Vegetables,Igname,Code Assigné Aux Détaillants,,,Code Assigné Aux Détaillants Igname
4819,EN,Vegetables,Yuca Root/Cassava/Manioc,,All Sizes,Manihot esculenta,Yuca Root/Cassava/Manioc
4819,ES,Vegetables,Germinado De Yuca,,Todos los tamaños,Manihot esculenta,Germinado De Yuca
4819,FR,Vegetables,Manioc (masculin)/Cassava (feminin)/Yucca (feminin),,,,Manioc (masculin)/Cassava (feminin)/Yucca (feminin)
4820,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4820,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4820,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4821,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4821,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4821,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4822,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4822,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4822,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4823,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4823,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4823,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4824,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4824,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4824,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4825,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4825,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4825,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4826,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4826,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4826,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4827,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4827,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4827,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4828,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4828,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4828,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4829,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4829,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4829,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4830,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4830,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4830,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4831,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4831,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4831,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4832,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4832,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4832,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4833,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4833,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4833,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4834,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4834,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4834,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4835,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4835,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4835,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4836,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4836,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4836,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
4837,EN,Vegetables,Other Vegetables,Retailer Assigned,All Sizes,,Retailer Assigned Other Vegetables
4837,ES,Vegetables,Otras Vegetales,Asignado Por La Cadena,Todos los tamaños,,Asignado Por La Cadena Otras Vegetales
4837,FR,Vegetables,Autres Légumes,Codes Assignés Aux Détaillants,,,Codes Assignés Aux Détaillants Autres Légumes
